RegAcadYear;AnonID;Course;Exam Mark;Deferred;Exemption;Percent;Symbol;RegProgram;RegProgramDescr;Gender;Population Group;DEMOG;SA Citizenship Status;Repeat?
2016;AAA0255;BUS2016H;61;0;0;61;2-;CB019;BCom Actuarial Science;M;Non Applicable/Unknown;International;F;FALSE
2016;AAA0294;BUS2016H;61;DE;E;69;2-;CB020;BCom Act Sc 4 year programme;M;Black;Black;C;FALSE
2016;AAA0258;BUS2016H;61;0;0;61;2-;CB018;BBusSc Act Sc 5 year programme;M;Black;Black;C;FALSE
2016;AAA0264;BUS2016H;60;0;0;60;2-;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2016;AAA0410;BUS2016H;60;DE;0;64;2-;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2016;AAA0350;BUS2016H;60;DE;0;65;2-;CB003;BBusSc in Actuarial Science;M;Indian;Indian;C;FALSE
2016;AAA0195;BUS2016H;60;0;0;60;2-;CB018;BBusSc Act Sc 5 year programme;F;Black;Black;C;FALSE
2016;AAA0275;BUS2016H;60;0;0;60;2-;CB018;BBusSc Act Sc 5 year programme;F;Indian;Indian;C;FALSE
2016;AAA0376;BUS2016H;59;0;0;59;3;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2016;AAA0123;BUS2016H;58;0;0;58;3;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2016;AAA0152;BUS2016H;58;0;0;58;3;CB003;BBusSc in Actuarial Science;M;White;International;F;FALSE
2016;AAA0268;BUS2016H;58;DE;0;58;3;CB018;BBusSc Act Sc 5 year programme;F;Indian;Indian;C;FALSE
2016;EEF0206;BUS2016H;58;0;0;58;3;CB025;BBusSc Act Sc 4 year programme;F;Coloured;Coloured;C;FALSE
2016;EEF0561;BUS2016H;58;DE;0;60;2-;CB025;BBusSc Act Sc 4 year programme;F;Black;Black;C;FALSE
2016;EEF0278;BUS2016H;58;DE;0;66;2-;CB025;BBusSc Act Sc 4 year programme;M;Indian;Indian;C;FALSE
2016;EEF0603;BUS2016H;57;DE;0;60;2-;CB026;BCom Act Sc 3 year programme;F;Black;Black;C;FALSE
2016;AAA0099;BUS2016H;57;DE;0;60;2-;CB003;BBusSc in Actuarial Science;M;Non Applicable/Unknown;Unknown;P;FALSE
2016;AAA0029;BUS2016H;56;0;0;56;3;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2016;AAA0213;BUS2016H;56;DE;0;60;2-;CB003;BBusSc in Actuarial Science;M;Non Applicable/Unknown;Unknown;C;FALSE
2016;AAA0084;BUS2016H;56;0;0;56;3;CB018;BBusSc Act Sc 5 year programme;F;Black;Black;C;FALSE
2016;AAA0351;BUS2016H;56;0;0;56;3;CB018;BBusSc Act Sc 5 year programme;F;Indian;Indian;C;FALSE
2016;AAA0340;BUS2016H;55;DE;0;58;3;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2016;AAA0128;BUS2016H;55;0;0;55;3;CB018;BBusSc Act Sc 5 year programme;M;Coloured;Coloured;C;FALSE
2016;AAA0346;BUS2016H;55;0;0;55;3;CB018;BBusSc Act Sc 5 year programme;M;Black;Black;C;FALSE
2016;EEF0998;BUS2016H;55;0;0;55;3;CB025;BBusSc Act Sc 4 year programme;F;Non Applicable/Unknown;Unknown;C;FALSE
2016;EEF0881;BUS2016H;55;DE;0;59;3;CB025;BBusSc Act Sc 4 year programme;M;Indian;Indian;C;FALSE
2016;AAA0246;BUS2016H;55;DE;0;62;2-;CB025;BBusSc Act Sc 4 year programme;F;Black;Black;C;FALSE
2016;AAA0025;BUS2016H;54;0;0;54;3;CB020;BCom Act Sc 4 year programme;M;Black;Black;C;FALSE
2016;AAA0032;BUS2016H;54;0;0;54;3;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2016;AAA0062;BUS2016H;54;0;0;54;3;CB003;BBusSc in Actuarial Science;F;Non Applicable/Unknown;Unknown;C;FALSE
2016;AAA0389;BUS2016H;54;0;0;54;3;CB003;BBusSc in Actuarial Science;F;Chinese;Chinese;P;FALSE
2016;AAA0040;BUS2016H;54;0;0;54;3;CB018;BBusSc Act Sc 5 year programme;F;Black;Black;C;FALSE
2016;AAA0277;BUS2016H;54;0;0;54;3;CB018;BBusSc Act Sc 5 year programme;F;Indian;Indian;C;FALSE
2016;AAA0230;BUS2016H;53;0;0;53;3;CB020;BCom Act Sc 4 year programme;M;Black;Black;C;FALSE
2016;AAA0324;BUS2016H;53;0;0;53;3;CB003;BBusSc in Actuarial Science;M;Indian;Indian;C;FALSE
2016;AAA0276;BUS2016H;53;DE;0;64;2-;CB018;BBusSc Act Sc 5 year programme;M;Indian;Indian;C;FALSE
2016;AAA0194;BUS2016H;52;0;0;52;3;CB003;BBusSc in Actuarial Science;F;Indian;Indian;C;FALSE
2016;AAA0133;BUS2016H;52;DE;0;60;2-;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2016;AAA0159;BUS2016H;52;DE;0;53;3;CB018;BBusSc Act Sc 5 year programme;F;Black;Black;C;FALSE
2016;EEF0291;BUS2016H;52;0;0;52;3;CB025;BBusSc Act Sc 4 year programme;M;Black;Black;C;FALSE
2016;AAA0142;BUS2016H;51;0;0;51;3;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2016;AAA0211;BUS2016H;51;0;0;51;3;CB003;BBusSc in Actuarial Science;F;Indian;Indian;C;FALSE
2016;AAA0184;BUS2016H;50;DE;0;54;3;CB003;BBusSc in Actuarial Science;M;Black;Black;C;FALSE
2016;AAA0060;BUS2016H;50;0;0;50;3;CB018;BBusSc Act Sc 5 year programme;F;Indian;Indian;C;FALSE
2016;AAA0229;BUS2016H;50;0;0;50;3;CB018;BBusSc Act Sc 5 year programme;M;Black;Black;C;FALSE
2016;AAA0242;BUS2016H;50;0;0;50;3;CB018;BBusSc Act Sc 5 year programme;M;Black;Black;C;FALSE
2016;AAA0420;BUS2016H;49;DE;0;59;3;CB003;BBusSc in Actuarial Science;F;White;White;C;FALSE
2016;AAA0110;BUS2016H;49;DE;0;56;3;CB018;BBusSc Act Sc 5 year programme;M;Indian;Indian;P;FALSE
2016;AAA0200;BUS2016H;49;DE;0;57;3;CB018;BBusSc Act Sc 5 year programme;F;Black;Black;C;FALSE
2016;AAA0270;BUS2016H;47;0;0;47;F;CB018;BBusSc Act Sc 5 year programme;M;Black;Black;C;FALSE
2016;AAA0257;BUS2016H;46;0;0;46;F;CB020;BCom Act Sc 4 year programme;M;Black;Black;C;FALSE
2016;AAA0009;BUS2016H;45;DE;0;51;3;CB003;BBusSc in Actuarial Science;F;Coloured;Coloured;C;FALSE
2016;AAA0285;BUS2016H;43;DE;0;43;F;CB018;BBusSc Act Sc 5 year programme;M;Black;Black;C;FALSE
2016;AAA0231;BUS2016H;43;DE;0;46;F;CB018;BBusSc Act Sc 5 year programme;F;Black;Black;C;FALSE
2016;AAA0093;BUS2016H;42;0;0;42;F;CB003;BBusSc in Actuarial Science;M;Indian;Indian;C;FALSE
2016;AAA0428;BUS2016H;42;0;0;42;F;CB003;BBusSc in Actuarial Science;F;Chinese;Chinese;C;FALSE
2016;AAA0085;BUS2016H;41;DE;0;46;F;CB003;BBusSc in Actuarial Science;F;White;White;C;FALSE
2016;AAA0252;BUS2016H;41;DE;0;48;F;CB003;BBusSc in Actuarial Science;M;Black;Black;C;FALSE
2016;AAA0204;BUS2016H;41;0;0;41;F;CB018;BBusSc Act Sc 5 year programme;M;Coloured;Coloured;C;FALSE
2016;AAA0381;BUS2016H;39;0;0;39;F;CB003;BBusSc in Actuarial Science;F;Non Applicable/Unknown;International;F;FALSE
2016;AAA0437;BUS2016H;34;0;0;34;F;CB020;BCom Act Sc 4 year programme;M;Black;Black;C;FALSE
2016;AAA0267;BUS2016H;32;DE;0;42;F;CB003;BBusSc in Actuarial Science;M;Black;Black;C;FALSE
2016;AAA0394;BUS2016H;31;DE;0;42;F;CB018;BBusSc Act Sc 5 year programme;M;Indian;Indian;C;FALSE
2016;AAA0014;BUS2016H;26;DE;0;35;F;CB018;BBusSc Act Sc 5 year programme;F;Indian;Indian;C;FALSE
2016;AAA0263;BUS2016H;23;DE;0;31;F;CB019;BCom Actuarial Science;F;Non Applicable/Unknown;International;F;FALSE
2016;AAA0243;BUS2016H;19;DE;0;29;F;CB018;BBusSc Act Sc 5 year programme;F;Black;Black;C;FALSE
2017;GAA1940;BUS2016H;86;0;E;86;1;CB003;BBusSc in Actuarial Science;M;Non Applicable/Unknown;Unknown;C;FALSE
2017;GAA907;BUS2016H;86;0;E;86;1;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2017;GAA2356;BUS2016H;84;0;E;84;1;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2017;GAA260;BUS2016H;84;0;E;84;1;CB003;BBusSc in Actuarial Science;M;Chinese;Chinese;C;FALSE
2017;GAA843;BUS2016H;84;0;E;84;1;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2017;GAA1123;BUS2016H;84;0;E;84;1;CB025;BBusSc Act Sc 4 year programme;M;Indian;Indian;C;FALSE
2017;AAA0109;BUS2016H;83;0;E;83;1;CB003;BBusSc in Actuarial Science;M;Indian;Indian;C;FALSE
2017;GAA325;BUS2016H;83;0;E;83;1;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2017;AAA0407;BUS2016H;82;0;E;82;1;CB003;BBusSc in Actuarial Science;M;Black;Black;P;FALSE
2017;HHH0010;BUS2016H;81;0;E;81;1;CB026;BCom Act Sc 3 year programme;M;Black;Black;C;FALSE
2017;GAA2020;BUS2016H;81;0;E;81;1;CB003;BBusSc in Actuarial Science;M;Chinese;Chinese;P;FALSE
2017;AAA0144;BUS2016H;78;0;E;78;1;CB003;BBusSc in Actuarial Science;M;Indian;Indian;C;FALSE
2017;GAA1523;BUS2016H;78;0;E;78;1;CB025;BBusSc Act Sc 4 year programme;F;Black;Black;C;FALSE
2017;GAA071;BUS2016H;77;0;E;77;1;CB003;BBusSc in Actuarial Science;M;Black;Black;P;FALSE
2017;GAA199;BUS2016H;77;0;E;77;1;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2017;GAA553;BUS2016H;77;0;E;77;1;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2017;AAA0023;BUS2016H;75;0;E;75;1;CB003;BBusSc in Actuarial Science;M;Non Applicable/Unknown;Unknown;C;FALSE
2017;GAA1879;BUS2016H;75;0;E;75;1;CB003;BBusSc in Actuarial Science;F;Chinese;Chinese;P;FALSE
2017;GAA257;BUS2016H;75;0;E;75;1;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2017;EEF0123;BUS2016H;74;0;E;74;2+;CB019;BCom Actuarial Science;M;Indian;Indian;C;FALSE
2017;GAA1612;BUS2016H;74;0;E;74;2+;CB003;BBusSc in Actuarial Science;M;Indian;Indian;C;FALSE
2017;EEF0223;BUS2016H;74;0;E;74;2+;CB025;BBusSc Act Sc 4 year programme;M;Coloured;Coloured;C;FALSE
2017;GAA2217;BUS2016H;72;0;E;72;2+;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2017;GAA2232;BUS2016H;72;0;E;72;2+;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2017;HHH0011;BUS2016H;72;0;E;72;2+;CB025;BBusSc Act Sc 4 year programme;M;Black;Black;C;FALSE
2017;GAA022;BUS2016H;71;0;E;71;2+;CB003;BBusSc in Actuarial Science;M;Black;Black;C;FALSE
2017;GAA355;BUS2016H;71;0;E;71;2+;CB003;BBusSc in Actuarial Science;M;Indian;Indian;C;FALSE
2017;GAA522;BUS2016H;71;0;E;71;2+;CB003;BBusSc in Actuarial Science;F;White;White;C;FALSE
2017;GAA760;BUS2016H;71;0;E;71;2+;CB003;BBusSc in Actuarial Science;M;Non Applicable/Unknown;International;F;FALSE
2017;GAA904;BUS2016H;71;0;E;71;2+;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2017;GAA995;BUS2016H;71;0;E;71;2+;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2017;GAA2367;BUS2016H;70;0;E;70;2+;CB003;BBusSc in Actuarial Science;M;Non Applicable/Unknown;International;F;FALSE
2017;GAA1880;BUS2016H;69;0;E;69;2-;CB003;BBusSc in Actuarial Science;M;Chinese;Chinese;C;FALSE
2017;HHH0001;BUS2016H;69;0;E;69;2-;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2017;AAA0036;BUS2016H;69;0;E;69;2-;CB018;BBusSc Act Sc 5 year programme;F;Indian;Indian;C;FALSE
2017;AAA0293;BUS2016H;69;0;E;69;2-;CB018;BBusSc Act Sc 5 year programme;F;Indian;Indian;C;FALSE
2017;AAA0233;BUS2016H;68;0;E;68;2-;CB003;BBusSc in Actuarial Science;M;Black;International;F;FALSE
2017;AAA0256;BUS2016H;68;0;E;68;2-;CB003;BBusSc in Actuarial Science;F;Non Applicable/Unknown;International;F;FALSE
2017;GAA1847;BUS2016H;68;0;0;68;2-;CB025;BBusSc Act Sc 4 year programme;M;Indian;Indian;C;FALSE
2017;AAA0068;BUS2016H;67;0;E;67;2-;CB003;BBusSc in Actuarial Science;M;Non Applicable/Unknown;International;F;FALSE
2017;AAA0247;BUS2016H;67;0;E;67;2-;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2017;HHH0005;BUS2016H;67;0;E;67;2-;CB003;BBusSc in Actuarial Science;M;Black;Black;C;FALSE
2017;GAA1911;BUS2016H;67;0;E;67;2-;CB025;BBusSc Act Sc 4 year programme;M;Indian;Indian;C;FALSE
2017;GAA401;BUS2016H;66;0;E;66;2-;CB003;BBusSc in Actuarial Science;F;White;White;C;FALSE
2017;GAA605;BUS2016H;66;0;E;66;2-;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2017;AAA0333;BUS2016H;65;0;0;65;2-;CB003;BBusSc in Actuarial Science;M;Non Applicable/Unknown;Unknown;C;FALSE
2017;GAA835;BUS2016H;65;0;E;65;2-;CB003;BBusSc in Actuarial Science;M;Coloured;Coloured;C;FALSE
2017;GAA024;BUS2016H;65;0;E;65;2-;CB025;BBusSc Act Sc 4 year programme;F;Coloured;Coloured;C;FALSE
2017;GAA1275;BUS2016H;64;0;0;64;2-;CB025;BBusSc Act Sc 4 year programme;F;Black;Black;C;FALSE
2017;GAA813;BUS2016H;64;0;0;64;2-;CB025;BBusSc Act Sc 4 year programme;M;Coloured;Coloured;C;FALSE
2017;GAA1495;BUS2016H;63;0;E;63;2-;CB003;BBusSc in Actuarial Science;F;Black;Black;C;FALSE
2017;HHH0017;BUS2016H;63;0;0;63;2-;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2017;GAA094;BUS2016H;62;0;0;62;2-;CB003;BBusSc in Actuarial Science;M;Coloured;Coloured;C;FALSE
2017;GAA211;BUS2016H;62;0;E;62;2-;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2017;EEF0641;BUS2016H;61;0;0;61;2-;CB020;BCom Act Sc 4 year programme;M;Black;Black;C;FALSE
2017;AAA0418;BUS2016H;61;0;E;61;2-;CB018;BBusSc Act Sc 5 year programme;M;Coloured;Coloured;C;FALSE
2017;AAA0326;BUS2016H;60;0;0;60;2-;CB003;BBusSc in Actuarial Science;M;Indian;International;F;FALSE
2017;AAA0383;BUS2016H;60;0;E;60;2-;CB003;BBusSc in Actuarial Science;F;Black;Black;C;FALSE
2017;AAA0130;BUS2016H;60;0;0;60;2-;CB018;BBusSc Act Sc 5 year programme;F;Indian;Indian;C;FALSE
2017;AAA0300;BUS2016H;60;0;0;60;2-;CB018;BBusSc Act Sc 5 year programme;F;Black;Black;C;FALSE
2017;HHH0009;BUS2016H;60;0;E;60;2-;CB025;BBusSc Act Sc 4 year programme;F;Black;Black;C;FALSE
2017;AAA0357;BUS2016H;59;0;0;59;3;CB020;BCom Act Sc 4 year programme;F;Coloured;Coloured;P;FALSE
2017;HHH0008;BUS2016H;59;0;0;59;3;CB026;BCom Act Sc 3 year programme;M;Black;Black;C;FALSE
2017;AAA0065;BUS2016H;59;0;0;59;3;CB003;BBusSc in Actuarial Science;F;Black;Black;C;FALSE
2017;AAA0238;BUS2016H;59;0;0;59;3;CB018;BBusSc Act Sc 5 year programme;M;Black;Black;C;FALSE
2017;EEF0163;BUS2016H;59;0;0;59;3;CB025;BBusSc Act Sc 4 year programme;M;Black;Black;C;FALSE
2017;EEF0836;BUS2016H;58;0;0;58;3;CB003;BBusSc in Actuarial Science;M;Indian;Indian;C;FALSE
2017;GAA1154;BUS2016H;58;0;0;58;3;CB003;BBusSc in Actuarial Science;M;Non Applicable/Unknown;International;F;FALSE
2017;GAA2201;BUS2016H;58;0;0;58;3;CB003;BBusSc in Actuarial Science;F;Indian;Indian;C;FALSE
2017;GAA1374;BUS2016H;57;0;0;57;3;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2017;AAA0219;BUS2016H;57;0;0;57;3;CB018;BBusSc Act Sc 5 year programme;F;Black;Black;C;FALSE
2017;AAA0290;BUS2016H;56;0;0;56;3;CB020;BCom Act Sc 4 year programme;F;Black;Black;C;FALSE
2017;GAA1265;BUS2016H;56;0;0;56;3;CB003;BBusSc in Actuarial Science;M;Black;Black;C;FALSE
2017;GAA1908;BUS2016H;56;0;0;56;3;CB003;BBusSc in Actuarial Science;M;White;White;C;FALSE
2017;HHH0003;BUS2016H;56;0;0;56;3;CB025;BBusSc Act Sc 4 year programme;M;Indian;Indian;C;FALSE
2017;GAA1215;BUS2016H;55;0;0;55;3;CB025;BBusSc Act Sc 4 year programme;M;Indian;Indian;C;FALSE
2017;GAA1762;BUS2016H;55;0;0;55;3;CB025;BBusSc Act Sc 4 year programme;M;Non Applicable/Unknown;Unknown;C;FALSE
2017;HHH0007;BUS2016H;55;0;0;55;3;CB025;BBusSc Act Sc 4 year programme;M;Black;Black;C;FALSE
2017;GAA1282;BUS2016H;54;0;0;54;3;CB003;BBusSc in Actuarial Science;F;Black;International;F;FALSE
2017;GAA2456;BUS2016H;54;0;0;54;3;CB003;BBusSc in Actuarial Science;F;Chinese;Chinese;C;FALSE
2017;AAA0182;BUS2016H;54;0;0;54;3;CB018;BBusSc Act Sc 5 year programme;F;Black;Black;C;FALSE
2017;AAA0186;BUS2016H;53;0;0;53;3;CB018;BBusSc Act Sc 5 year programme;M;Black;Black;C;FALSE
2017;HHH0006;BUS2016H;53;0;0;53;3;CB025;BBusSc Act Sc 4 year programme;F;Black;Black;C;FALSE
2017;HHH0012;BUS2016H;53;0;0;53;3;CB025;BBusSc Act Sc 4 year programme;F;Non Applicable/Unknown;Unknown;C;FALSE
2017;GAA1283;BUS2016H;52;0;0;52;3;CB003;BBusSc in Actuarial Science;F;Non Applicable/Unknown;International;F;FALSE
2017;GAA1483;BUS2016H;52;0;0;52;3;CB003;BBusSc in Actuarial Science;M;Non Applicable/Unknown;International;F;FALSE
2017;AAA0361;BUS2016H;52;0;0;52;3;CB018;BBusSc Act Sc 5 year programme;F;Non Applicable/Unknown;Unknown;C;FALSE
2017;EEF1026;BUS2016H;52;0;0;52;3;CB025;BBusSc Act Sc 4 year programme;M;Coloured;Coloured;C;FALSE
2017;GAA1485;BUS2016H;52;0;0;52;3;CB025;BBusSc Act Sc 4 year programme;M;Black;Black;C;FALSE
2017;EEF0128;BUS2016H;51;0;0;51;3;CB003;BBusSc in Actuarial Science;F;Chinese;Chinese;P;FALSE
2017;AAA0217;BUS2016H;51;0;0;51;3;CB018;BBusSc Act Sc 5 year programme;F;Non Applicable/Unknown;Unknown;C;FALSE
2017;EEF0197;BUS2016H;50;0;0;50;3;CB003;BBusSc in Actuarial Science;F;White;White;C;FALSE
2017;AAA0147;BUS2016H;50;0;0;50;3;CB018;BBusSc Act Sc 5 year programme;M;Non Applicable/Unknown;Unknown;C;FALSE
2017;HHH0015;BUS2016H;50;0;0;50;3;CB025;BBusSc Act Sc 4 year programme;F;Black;Black;C;FALSE
2017;AAA0203;BUS2016H;48;0;0;41;F;CB020;BCom Act Sc 4 year programme;F;Black;Black;C;FALSE
2017;AAA0207;BUS2016H;48;0;0;48;F;CB020;BCom Act Sc 4 year programme;F;Black;Black;C;FALSE
2017;GAA396;BUS2016H;48;0;0;48;F;CB003;BBusSc in Actuarial Science;M;Indian;Indian;C;FALSE
2017;AAA0201;BUS2016H;47;0;0;47;F;CB018;BBusSc Act Sc 5 year programme;F;Black;Black;C;FALSE
2017;AAA0115;BUS2016H;43;0;0;43;F;CB003;BBusSc in Actuarial Science;F;White;White;C;FALSE
2017;AAA0390;BUS2016H;43;0;0;43;F;CB003;BBusSc in Actuarial Science;F;Indian;Indian;C;FALSE
2017;AAA0413;BUS2016H;43;0;0;43;F;CB003;BBusSc in Actuarial Science;F;Non Applicable/Unknown;International;F;FALSE
2017;AAA0090;BUS2016H;42;0;0;42;F;CB020;BCom Act Sc 4 year programme;F;Black;Black;C;FALSE
2017;AAA0323;BUS2016H;42;0;0;42;F;CB003;BBusSc in Actuarial Science;F;Non Applicable/Unknown;International;F;FALSE
2017;AAA0074;BUS2016H;42;0;0;42;F;CB018;BBusSc Act Sc 5 year programme;M;Non Applicable/Unknown;Unknown;C;FALSE
2017;GAA1741;BUS2016H;42;0;0;42;F;CB025;BBusSc Act Sc 4 year programme;M;Black;Black;C;FALSE
2017;HHH0014;BUS2016H;40;0;0;40;F;CB025;BBusSc Act Sc 4 year programme;M;Coloured;Coloured;C;FALSE
2017;AAA0107;BUS2016H;38;0;0;45;F;CB018;BBusSc Act Sc 5 year programme;F;Indian;Indian;C;FALSE
2017;HHH0018;BUS2016H;36;0;0;36;F;CB025;BBusSc Act Sc 4 year programme;M;Indian;Indian;C;FALSE
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
